,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
97821,France,"Well structured wine, the red cherry fruits laced with some banana hints. The wine is deliciously fruity, the tannin edge just a light coating.",Sélection,84,12.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Georges Duboeuf 2010 Sélection  (Régnié),Gamay,Georges Duboeuf,red,no
97827,France,"With bright red fruits and acidity, this shows structure, piles of red cherry flavors, followed by firm tannins.",Gamay,84,10.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Mommessin 2010  Beaujolais-Villages,Gamay,Mommessin,red,no
97831,France,"Showing up-front fruit, with tense acidity, this is all about freshness. There's a cool, textured feel to the wine, more plum skin than juice.",Domaine Romy,83,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Paul Beaudet 2010 Domaine Romy  (Beaujolais),Gamay,Paul Beaudet,red,no
98267,France,"Volcanic ash over granite gives this vineyard its structured character, which carries over into this wine. Wood aged in large barrels, it has a rich firm character that will allow the wine to develop. Powered by acidity and tannins, the ripe black fruits are juicy and concentrated. Drink this wine from 2018.",Grand Cras,91,25.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Laurent Gauthier 2015 Grand Cras  (Morgon),Gamay,Laurent Gauthier,red,no
98305,France,"Red-berry fruits and a full-bodied texture form the hallmark of this ripe wine. It has spice, a rich character that is generous and fruity. The wine is ready to drink.",Gamay,88,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Louis Jadot 2015  Beaujolais-Villages,Gamay,Louis Jadot,red,no
98592,France,"Powerful tannins dominate this serious wine. It has a complex, dense structure, full of wood and fruit tannins, along with blackberry fruits and a touch of spiced bitter cherry. This is Beaujolais for aging. Give it at least 3–5 years.",Domaine des Rosiers,92,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine des Rosiers  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
98710,France,"From vines planted as its name suggests on granite soil, the wine is structured and dense with rich juicy black fruits. Packed with perfumed fruitiness and acidity, the wine is developing well, ready to drink from late 2017.",Cuvée les Vieux Granits,92,22.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Château de Chatelard 2015 Cuvée les Vieux Granits  (Fleurie),Gamay,Château de Chatelard,red,no
98711,France,"Wines from this great producer have developed a tendency towards too much alcohol for a wine from Beaujolais. It is a shame because otherwise this is a generous structured cru wine that is finely balanced. With tannins and delicious acidity, the wine is ready to develop further. Drink from 2018.",Gamay,92,25.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Château des Jacques 2015  Fleurie,Gamay,Château des Jacques,red,no
98713,France,"Owner Arnaud Briday has made a firm structured cru wine. While it has the generous fruit of the year, it also has plenty of tannins that give it tension and concentration. The wine is rich with explosive berry fruits and balanced acidity. Drink from 2018.",Vieilles Vignes,92,29.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine des Chers 2015 Vieilles Vignes  (Moulin-à-Vent),Gamay,Domaine des Chers,red,no
98714,France,"This cru is a solid wine. It has a dense structure spearheaded by the tannins and lifted by acidity. Black plum and berry fruits are still developing behind the firm facade. It will take some time to develop, so wait until early 2019.",Gamay,92,25.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine des Marrans 2015  Fleurie,Gamay,Domaine des Marrans,red,no
99179,France,"Full, juicy and ripe, this is rich with black cherry and red plum fruits that are textured with tannins and spice. The wine, while drinkable now, will be much better from late 2016 as it broadens out.",Gamay,90,20.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Vignobles Bulliat 2014  Moulin-à-Vent,Gamay,Vignobles Bulliat,red,no
99188,France,"This rich and full-bodied Gamay from Vincent Sangouard is ripe with black cherry and sweet fruits. A juicy side brings acidity, while a dense, firm dry core promises some aging. Drink from 2016. The Leynes village is a sub-region producing Beaujolais Villages and Burgundy Maçon wines.",La Citadelle,90,14.0,Beaujolais,Beaujolais-Leynes,,Roger Voss,@vossroger,Domaine Sangouard 2014 La Citadelle  (Beaujolais-Leynes),Gamay,Domaine Sangouard,red,no
99193,France,"From one of the properties where Duboeuf does vinification and bottling at the estate, this is a dense and structured wine. While it does have intense, young acidity, it also offers ripe berry fruits that are bold and rich. Drink from 2016.",Château des Poupets,90,20.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Georges Duboeuf 2014 Château des Poupets  (Juliénas),Gamay,Georges Duboeuf,red,no
99387,France,"Tight and tannic with as much structure as fruit. The freshness comes from the acidity, although at the end strawberry juiciness shows through.",Haute Ronze,86,18.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Domaine Dupré 2010 Haute Ronze  (Régnié),Gamay,Domaine Dupré,red,no
99474,France,"With good structure and some firm tannins, this wine will age. Plenty of plums and dark black cherries add freshness to the ripe wine. Let it age another year and drink from late 2016.",Gamay,89,15.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château de Pizay 2014  Morgon,Gamay,Château de Pizay,red,no
99480,France,"This is a structured wine, solid with tannins as well as ripe red berry and dark cherry fruits. The combination gives a wine that has concentration from old vines on sandy soil as well as the potential to age. Drink from 2016. The handsome château was an important fortified structure when the Lords of Beaujeu were defending themselves in the 12th century.",Cheateau de la Pierre,89,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Loron et Fils 2014 Cheateau de la Pierre  (Beaujolais-Villages),Gamay,Loron et Fils,red,no
99826,France,"A relatively austere wine, showing its mineral side, with tight tannins and firm structure. But, of course, this being a fine Beaujolais, there is also ripe, exuberant fruit under all this severity. Give it another 6 months to a year.",Domaine le Cotoyon,89,21.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Château de Fuissé 2006 Domaine le Cotoyon  (Juliénas),Gamay,Château de Fuissé,red,no
99985,France,"Full in the mouth, this is a rich and easy wine, packed with jammy fruit. It is soft, the plum flavors rounded and only light brushed by tannin and acidity.",Sélection,88,,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Georges Duboeuf 2009 Sélection  (Saint-Amour),Gamay,Georges Duboeuf,red,no
100285,France,"From a single-walled vineyard, this is a ripe, generous and still structured cru wine. It has layers of delicious black-plum fruits and a jammy ripe texture that cushions the tannins. The vineyard is wholly owned by Edouard Labruyère, making it a monopole. Drink from 2018.",Le Clos du Moulin-à-Vent,93,73.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Labruyère 2014 Le Clos du Moulin-à-Vent  (Moulin-à-Vent),Gamay,Domaine Labruyère,red,no
100360,France,"A dense wine with the tannins and structure to go with the density. It is concentrated with great swathes of black plum and spice flavors, shot through with acidity. Made with wild yeast and without carbonic maceration, this is a wine for serious aging. Drink from 2019.",Gamay,92,27.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Jean-Paul Brun 2015  Morgon,Gamay,Jean-Paul Brun,red,no
100374,France,"From a family-owned cru vineyard. Stéphane Aviron has produced an impressive, ripe and dense wine. It has great swathes of black fruit and generous acidity. The tannins, still young, are a background to this delicious fruitiness. Drink from 2020.",Domaine de la Madrière,92,24.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Stéphane Aviron 2014 Domaine de la Madrière  (Fleurie),Gamay,Stéphane Aviron,red,no
100377,France,A firm and tannic wine from the most northerly of the Beaujolais cru villages near Bourgogne. Blackberry fruit and juicy acidity are a balance to this initially severe wine. Its dry core and mineral texture show that this wine will need to age. Drink from 2018.,Gamay,92,29.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Trenel Fils 2015  Saint-Amour,Gamay,Trenel Fils,red,no
100495,France,"While it is still young, the wine is showing great fruit and soft tannins. Juicy black cherries are ripe and full, a sign of the fine vintage. With the acidity and the dry core, the wine should age. Drink from 2018.",La Réserve d'Amélie,88,22.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Gerard Charvet 2015 La Réserve d'Amélie  (Moulin-à-Vent),Gamay,Domaine Gerard Charvet,red,no
100507,France,"Produced from organically grown grapes, the wine is soft, ripe and full of fruit. Red cherries dominate, with a touch of wood from the 12 months of barrel aging. It has a bright, crisp and juicy aftertaste.",En Saburin Cuvée Romain,88,30.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Robert Perroud 2014 En Saburin Cuvée Romain  (Brouilly),Gamay,Robert Perroud,red,no
100874,France,"This is a ripe wine that's also fresh and fruity. It has some structured tannins, along with a dense texture. At the same time, the red cherry and blueberry fruits have a crisp edge that finishes the wine with fine acidity. While the charity Hospices of Belleville owns land as part of its foundation, the wines are made by Beaune négociant Joseph Drouhin. Drink from 2017.",Domaine des Hospices de Belleville,91,26.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Joseph Drouhin 2014 Domaine des Hospices de Belleville  (Fleurie),Gamay,Joseph Drouhin,red,no
100875,France,"The wine is dense and structured. It has concentrated red-berry fruits that are backed up by firm tannins as well as acidity. The wine is ripe, still young and with its structure, it will be better from 2017. The charity Hospices of Belleville owns land as part of its foundation, with the wines being made by Beaune negociant Joseph Drouhin",Domaine des Hospices de Belleville,91,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Joseph Drouhin 2014 Domaine des Hospices de Belleville  (Morgon),Gamay,Joseph Drouhin,red,no
100953,France,"Old vines, at least 40-years-old, are behind this ripely structured wine. It was wood aged to give the extra richness this producer looks for. With concentration and tannins, this cru will age. Drink from 2018.",Vieilles Vignes,90,19.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Stéphane Aviron 2014 Vieilles Vignes  (Côte de Brouilly),Gamay,Stéphane Aviron,red,no
100981,France,"Aromatic and fruity, this is a soft and ready-to-drink wine. It has the lightest touch of tannins, a fresh wild-strawberry flavor and a finish that is dry and crisp in acidity. Drink now.",Passeport,85,10.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Barton & Guestier 2013 Passeport  (Beaujolais),Gamay,Barton & Guestier,red,no
101045,France,"A step up from Sélection in the Moulin-à-Vent range from Duboeuf, this wine has been aged in oak for six months. The result is a ripe, smoothly textured wine, its cherry fruits offering an attractive smoky character. It could do with a year, even two, for aging.",Oak-Aged,89,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2011 Oak-Aged  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
101119,France,"As rich as it is tannic, this is powerful and concentrated. It shows the rich 2009 fruit at its best, full of sweet berries, deliciously ripe. Enjoyable, while it is also serious.",Domaine de la Chaponne,92,,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2009 Domaine de la Chaponne  (Morgon),Gamay,Georges Duboeuf,red,no
101237,France,Granit is the sandy granite hillside soil of northern Beaujolais. The vineyard is a neighbor to the Fleurie appellation. This textured wine is rich with cherry and red-currant flavors that are rounded out and have just hint of tannins. The wine could soften even more so wait until early 2016.,Perle de Granit,89,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Colonat 2014 Perle de Granit  (Beaujolais-Villages),Gamay,Domaine de Colonat,red,no
101239,France,"All juicy fruit, this is a bright, dry wine with delicious acidity that gives freshness. It also has a mineral edge, giving the red berry fruits a firm texture. The wine is ready to drink, although it will be better from 2016.",L'Aurore des Côtes,89,22.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Fabien Collonge 2014 L'Aurore des Côtes  (Chiroubles),Gamay,Fabien Collonge,red,no
101359,France,"From the northernmost of the Beaujolais cru villages, this is a ripe and full wine. With rich cherry flavors and just enough acidity, the wine is lightly structured with some dry tannins. It is ready to drink.",Collection,88,22.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,L. Tramier & Fils 2014 Collection  (Saint-Amour),Gamay,L. Tramier & Fils,red,no
101522,France,"This is a perfumed wine with violet aromas and a fragrant character. It has soft plum and cherry flavors, its acidity shaped by ripe fruits. There is a touch of structure that provides a fine finish.",Réserve Louis Leyre-Loup,90,,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2010 Réserve Louis Leyre-Loup  (Fleurie),Gamay,Domaine de Leyre-Loup,red,no
101529,France,"This is a solid, structured, mineral-driven wine from a famous vineyard. It is firm and dense, its big plum and berry flavors are supported by dry tannins and an herbal spice character. With its firm style, it needs to age for at least two years.",Côte de Py,90,,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2011 Côte de Py  (Morgon),Gamay,Georges Duboeuf,red,no
101530,France,"Firm tannins and its dark plum and blackberry fruits all point to a structured wine that has aging potential. It is ripe, with black cherry and spice notes that are balanced with acidity. Keep for one year.",Domaine Chaponne,90,,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine Chaponne  (Morgon),Gamay,Georges Duboeuf,red,no
102051,France,"The Beaujolais appellation is the source of most Nouveau. But it also produces attractively fruity wines, full of cherries, that can be drunk over the two years following the harvest. Enjoy this wine this year.",Gamay,84,,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Jean-Claude Debeaune 2011  Beaujolais,Gamay,Jean-Claude Debeaune,red,no
102066,France,This is an early drinking style of wine. It is warm and ripe with attractive soft tannins and plenty of red fruits and balancing acidity. The wine will just need to calm its bubbly fruitiness and will be ready to drink during late 2017.,L'Ecluse,87,22.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Domaine Baron de l'Ecluse 2015 L'Ecluse  (Côte de Brouilly),Gamay,Domaine Baron de l'Ecluse,red,no
102067,France,"This is a fruity wine, packed with red-berry flavors. It is lightly textured and with plenty of acidity to keep it crisp. This wine, from the cru property's fifth generation, is going to mature over the next few months, so drink from mid-2017.",Gamay,87,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine des Gaudets 2015  Morgon,Gamay,Domaine des Gaudets,red,no
102068,France,"From one of the top vineyard areas in Morgon, the wine is dense and full of red-berry fruits. It has concentration and a firm background of tannins. The cru wine needs to age further, so drink from 2018.",Les Charmes,87,,Beaujolais,Morgon,,Roger Voss,@vossroger,Ferraud et Fils 2015 Les Charmes  (Morgon),Gamay,Ferraud et Fils,red,no
102069,France,"The cru wine is soft, full of cherry fruits and with a light touch of tannin. With its fruit, it is open and generous with a crisp aftertaste. Drink now.",Domaine Du Riaz,87,20.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2015 Domaine Du Riaz  (Côte de Brouilly),Gamay,Georges Duboeuf,red,no
102086,France,"From the smallest of the Beaujolais crus, this wine is structured, layering tannins with black fruits and acidity. It is a wine to age at least for a couple of years. Drink from 2018.",Gamay,87,20.0,Beaujolais,Chénas,,Roger Voss,@vossroger,Henry Fessy 2015  Chénas,Gamay,Henry Fessy,red,no
102087,France,A solidly structured wine with fine tannins and ripe red-berry fruits. The acidity adds a piquancy to the fruitiness giving the wine a lift. The wine comes from Henry Fesse vines. Drink from late 2017.,Gamay,87,18.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Henry Fessy 2015  Chiroubles,Gamay,Henry Fessy,red,no
102088,France,"An attractive, lightly structured cru wine that has juicy cherry fruits. It is balanced, ripe with acidity and gentle tannins in equal measure. Drink from late 2017.",Gamay,87,19.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Henry Fessy 2015  Morgon,Gamay,Henry Fessy,red,no
102089,France,A rounded and soft wine that has juicy red fruits and gentle tannins. It just hints at a dry structure that will allow it to age for several months. Drink this attractive cru wine from late 2017.,Gamay,87,22.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Henry Fessy 2015  Saint-Amour,Gamay,Henry Fessy,red,no
102228,France,Gamay from the Beaujolais region is blended with 10% Pinot Noir in this light and fruity wine. It has gentle tannins and forward red-cherry fruits. The wine is soft and ready to drink.,Le Renard,85,20.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Domaines Devillard 2014 Le Renard  (Coteaux Bourguignons),Gamay,Domaines Devillard,red,no
102461,France,This softly fruity wine has the lightest of tannins and plenty of simple red-berry fruits. There is an earthy edge to the young wine as well as plenty of acidity at the end. Drink now.,Il est des nôôôtres!,86,15.0,Southwest France,,,Roger Voss,@vossroger,Château Coutinel 2015 Il est des nôôôtres! Gamay,Gamay,Château Coutinel,red,no
102541,France,"This is generous, full of red berry and plum fruits and lined with acidity. It has a firm structure that gives shape to its exuberant fruitiness. Ready to drink now, but it can be aged for another 2–3 years.",Domaine de la Calèche,88,16.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Vignerons de Bel Air 2011 Domaine de la Calèche  (Fleurie),Gamay,Vignerons de Bel Air,red,no
102553,France,"A wine with some depth, this is layered with fine tannins. The acidity and red cherry flavor are held up by its firm structure. It's also fruity enough to be consumed now.",Gamay,88,16.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine des Nugues 2011  Beaujolais-Villages,Gamay,Domaine des Nugues,red,no
103233,France,"From biodynamically grown grapes, this is a concentrated wine with mint and spice flavors as well as tight red fruits. It comes from vines situated in the Moulin-à-Vent appellation, giving the typical mineral character from the granite soil as well as the structure. The wine will be ready to drink from 2017.",Le Bérac,91,60.0,France Other,,,Roger Voss,@vossroger,Château des Bachelards 2014 Le Bérac Gamay,Gamay,Château des Bachelards,red,no
104279,France,"From a parcel on this 12-acre estate, the wine is structured and rich. It has layers of firm tannins under the black fruits. Acidity and a crisp mineral texture mix with the solid structure and concentration. The aftertaste shows the generous future of this fine cru wine. Drink from 2018.",Les Garances,93,29.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Domaine Baron de l'Ecluse 2015 Les Garances  (Côte de Brouilly),Gamay,Domaine Baron de l'Ecluse,red,no
104280,France,The Chermette family has produced a rich generous cru wine. It is structured and dense with some firm tannins from maturing in wood. It also has a generous black plum and cherry fruits that are developing well. Drink this wine from late 2017.,Les Garants,93,27.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine du Vissoux 2015 Les Garants  (Fleurie),Gamay,Domaine du Vissoux,red,no
105057,France,Bright red cherry fruit and lively acidity give this wine an immediate burst of crispness. It has an attractive tannic character underpinning its ebullient fruitiness. Drink now.,Gamay,87,,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maison Charles Père et Fils 2015  Bourgogne,Gamay,Maison Charles Père et Fils,red,no
105392,France,"The 16th-century chateau of Saint Lager is on the slopes of the local landmark hill of Brouilly. The wine comes from vines below. It has spice, cherry and blueberry fruits with attractive acidity. The wine, still with a strong tannic edge, will be better from 2017.",Château de Saint Lager,89,16.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pizay 2015 Château de Saint Lager  (Brouilly),Gamay,Château de Pizay,red,no
105470,France,"With broad, ripe fruit this is a rich, generous wine. The acidity gives fresh support to the warm cherry and red plum fruits. Underneath, tannins offer a dry core to the wine, allowing it to age. Drink from 2016.",Le Vivier,90,22.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine de Grand Garant 2014 Le Vivier  (Fleurie),Gamay,Domaine de Grand Garant,red,no
105484,France,"A big and dense wine, this is concentrated and mineral in character, reflecting the granite soils of the Côte de Py. It's concentrated with its black-cherry flavors cut by bright acidity and a tight texture. The fruit needs to assert itself more, so wait until 2018 before drinking.",Belairissime le Py,90,35.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Belairissime le Py  (Morgon),Gamay,Vignerons de Bel Air,red,no
105497,France,"A very perfumed wine, almost heady, with its herbal and wild flower aromas. The wine is still closed up, darkly tannic and very firm. At the same time, black fruits show the same perfumed character. This is very flavorful and structured. Drink this unusual wine from 2014.",Gamay,89,24.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Clos des Bachelards 2010  Fleurie,Gamay,Clos des Bachelards,red,no
105498,France,"A wine that has good concentration from the very old vines along with red cherry fruits and some tight, mineral acidity. The banana character does spoil the overall ripe, full effect, so give the wine another year for this to disappear. Acidity and tannins do promise this aging.",Vignes de 1935,89,20.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine Dupré 2012 Vignes de 1935  (Morgon),Gamay,Domaine Dupré,red,no
105500,France,"This structured, full and ripe wine shows great cherry fruits, some chewy tannins and a delicious juicy character. It is balanced and with its tannins should age. Drink now and until 2017.",L'Aurore des Côtes,89,20.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Fabien Collonge 2012 L'Aurore des Côtes  (Chiroubles),Gamay,Fabien Collonge,red,no
105966,France,"From the eastern slopes of the hill of Brouilly, this attractive, open and fruity selection shows a fine red-fruit character that's laced with fresh acidity. It has a firm structure, which creates a solid base for the fruitiness. Drink now.",Château de Saint Lager,88,16.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pizay 2011 Château de Saint Lager  (Brouilly),Gamay,Château de Pizay,red,no
105974,France,"This is firmly tannic, with dark berry and black cherry fruits. Minerally and textured, it shows the full effect of Beaujolais's granite soil. It also has a rich feel that will evolve over the next several months.",La Carrière,88,28.0,Beaujolais,Chénas,,Roger Voss,@vossroger,Domaine Chasselay 2011 La Carrière  (Chénas),Gamay,Domaine Chasselay,red,no
106184,France,"Produced from Henry Fessy's own cru vineyards, the wine is fruity and very accessible to drink young. Generous berry fruits and soft tannins make this an attractive wine. The aftertaste brings in light acidity. Drink now.",Gamay,86,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Henry Fessy 2015  Brouilly,Gamay,Henry Fessy,red,no
106320,France,"This wine has a firm structure as well as plenty of fruit. The wine's acidity, crisp red-currant fruit and bright character are balanced by the firm, smoky and dry tannins. Give this structure time to soften and fill out into a ripe wine. Drink from 2019.",Château de Saint Lager,88,16.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pizay 2016 Château de Saint Lager  (Brouilly),Gamay,Château de Pizay,red,no
106321,France,"For this appellation, this is a soft wine, full of bright cherry flavors and attractive acidity. A jammy character brings out rich fruitiness that will allow the wine to be ready from 2018.",Gamay,88,14.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château de Pizay 2016  Morgon,Gamay,Château de Pizay,red,no
106890,France,"This strongly mineral and textured wine is all about terroir. It has dark tannins, dense black fruits as well as freshness. Black currants and cherries give the fruity side, but at this stage it's the structure that is important. Wait and drink from 2016.",Côte de Py,92,40.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Lucien Lardy 2013 Côte de Py  (Morgon),Gamay,Lucien Lardy,red,no
106891,France,"Château des Jacques, owned by Burgundy producer Louis Jadot, makes serious wines, such as this Morgon. It's powerful and rich, full of solid black cherry flavors and a strongly mineral structure from granite soil. It's a complex wine that needs to age, so drink from 2017.",Gamay,92,24.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château des Jacques 2012  Morgon,Gamay,Château des Jacques,red,no
107045,France,"This offers plenty of tannins and a dry, firm structure along with the weight of ripe plums, blackberries and a rich character. The wine is certainly going to age, with its solid texture and bold fruit aftertaste. Drink from 2017.",Les Thorins,91,25.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Lucien Lardy 2014 Les Thorins  (Moulin-à-Vent),Gamay,Lucien Lardy,red,no
107055,France,"From one of the rising stars in Beaujolais, this ripe wine has both a tense minerality and rich black fruits from vines that average 60 years. It is balanced between the very fresh acidity and a dry edge that will allow it to age. Drink from 2016. The vineyards are certified organic.",La Sambinerie,91,19.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Richard Rottiers 2014 La Sambinerie  (Beaujolais-Villages),Gamay,Richard Rottiers,red,no
107130,France,"A rich and fruity wine that is ripe with black-plum fruits. It is soft and smooth, with a juicy berry character. The tannins act as a cushion to all this opulent fruit. It is an attractive cru wine, ready to drink from mid-2017.",Gamay,89,,Beaujolais,Morgon,,Roger Voss,@vossroger,Trenel Fils 2015  Morgon,Gamay,Trenel Fils,red,no
107134,France,Billards is the name of a small area of Saint-Amour. The cru wine from this vineyard is richly structured and packed with juicy black fruits. There is a mineral texture from the granite subsoil that gives the wine its structure. Drink from late 2017.,Domaine des Billards,89,17.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Jean Loron 2015 Domaine des Billards  (Saint-Amour),Gamay,Jean Loron,red,no
107388,France,"Dry in style, this dark-hued wine comes from vines between 30 and 90 years old. With firm tannins and a dry core, it is only just showing its fruity side. Coming from a five-generation family's vineyard near Fleurie, it has the richness and potential of wines from this cru. Drink from 2016.",Gamay,88,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Roche Guillon 2014  Beaujolais-Villages,Gamay,Domaine de Roche Guillon,red,no
107431,France,"Made from selected parcels of Gamay, this structured wine offers both fruit and fresh acidity. It has a dry core, giving a solid wine with some aging potential. Aromatic and fresh red fruits complete a wine that will be better from 2016.",Grande QV,88,16.0,Burgundy,Coteaux Bourguignons,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Grande QV  (Coteaux Bourguignons),Gamay,Vignerons de Bel Air,red,no
107463,France,"Planted in 1935, this single vineyard wine is rich and structured. At this stage, it is dominated by firm tannins as much as by the perfumed juicy black fruits. As the wine softens with age, this generous fruitiness will comet through to give a deliciously ripe wine. Drink from 2019.",1935 Vieilles Vignes,94,45.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Jean-Michel Dupré 2015 1935 Vieilles Vignes  (Morgon),Gamay,Jean-Michel Dupré,red,no
107705,France,"This is a complex cru wine that has ripe fruits, firm tannins and a good ageworthy structure. It has a dense texture, rich black-cherry fruits and a finish that brings out crisp acidity. Produced by this Beaujolais-based negociant, the wine will be ready to drink from the end of 2017.",Gamay,91,26.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Trenel Fils 2015  Fleurie,Gamay,Trenel Fils,red,no
107820,France,"With a year's age, this wine has softened its intense fruitiness and ripened with a rich, soft texture and well-integrated acidity. A structure gives a dry edge to the red currant and cherry fruits that are rounded out with a perfumed aftertaste.",Améthyste,88,25.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Les Frères Perroud 2013 Améthyste  (Brouilly),Gamay,Les Frères Perroud,red,no
107828,France,"This is a structured wine, firm with tannins as well as bursting with ripe red fruits. Its acidity is well integrated into the rich fruitiness. It could well age for another few months, so drink from 2016. Jean-Yves Perraud, the fifth-generation winemaker, uses old vines on sandy granite soil for this wine.",Gamay,88,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Foretal 2014  Beaujolais-Villages,Gamay,Domaine de Foretal,red,no
107835,France,"This wine is all about red berries and fresh cherries. Some tannins and an earthy edge to the palate add complexity. Drink this fruity, juicy wine now.",Couvent des Thorins,88,27.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château du Moulin-à-Vent 2012 Couvent des Thorins  (Moulin-à-Vent),Gamay,Château du Moulin-à-Vent,red,no
107836,France,"Named after the village of Emeringes where the vineyard plots are situated, this wine offers both tannins and the freshest fruit. A red plum-skin texture gives a tight edge that also adds great freshness. The wine will develop over the next few months; drink from 2016.",Emeringes,88,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Gry-Sablon 2014 Emeringes  (Beaujolais-Villages),Gamay,Domaine de Gry-Sablon,red,no
107837,France,"This deliciously warm and ripe wine has swathes of red fruit that are full of energy and richness. It offers a touch of perfumed spice and good acidity. Drink now, although the wine will be better from early 2016.",Tradition,88,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de la Madone 2014 Tradition  (Beaujolais-Villages),Gamay,Domaine de la Madone,red,no
107838,France,"This ripe wine has rich black fruits, a smoky character and a rounded, full-bodied texture. The old vines bring concentration, while the acidity gives freshness and drinkability now.",Cuvée Traditionelle Vieilles Vignes,88,,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine du Vissoux 2014 Cuvée Traditionelle Vieilles Vignes  (Beaujolais),Gamay,Domaine du Vissoux,red,no
