,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
92124,US,"Absolutely fresh and pleasantly floral in both aroma and flavor, this dry wine will be a treat to drink before the meal or with seafood as delicate as sauteed trout or rich as bouillabaise. Melon and apple-peel flavors and good, crisp acidity give it a surprisingly assertive texture for something so natural and fruity.",Chenin Blanc,91,15.0,California,Mendocino County,,Jim Gordon,@gordone_cellars,Graziano 2013 Chenin Blanc (Mendocino County),Chenin Blanc,Graziano,white,no
92500,South Africa,"There's a lovely vibrancy to the nose of this wine, as initial aromas of green melon and lime peel are laced with attractive herbal hits of fynbos and white flowers. The medium-weight palate offers a plush yet balanced feel, with ample acidity to counter the notes of toasted red apple, honeydew and honeycomb. Spicy wood tones dance on the lingering finish. It's delicious now, but should age well through 2021.",Reserve,93,35.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,DeMorgenzon 2014 Reserve Chenin Blanc (Stellenbosch),Chenin Blanc,DeMorgenzon,white,no
92505,France,"With its honeyed character, this wine seems initially sweet. Then the crisp acidity and mineral texture come to the fore to give a well-balanced wine. Produced from biodynamically grown grapes, the wine is deliciously crisp, with apple fruitiness and a flinty structure. Drink now, although the wine will age well until 2023.",Château la Franchaie,93,30.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Loïc Mahe 2013 Château la Franchaie  (Savennières),Chenin Blanc,Loïc Mahe,white,no
92506,South Africa,"An absolutely stunning selection, this opens with herbal tones of verbena, lime leaf and fynbos that sit atop a core of honeydew rind, apple and white peach. The medium-weight palate is sleek and smooth, but not flat, enlivened by bright acidity and a stony minerality. The just-ripe flavors of pear, citrus and melon carry through to the long finish. It's delicious now, but should age well through 2022.",Granite,93,88.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Mullineux 2014 Granite Chenin Blanc (Swartland),Chenin Blanc,Mullineux,white,no
92962,South Africa,"Here's a fresh, easygoing and accessible white, with bright aromas and flavors of green plum, orange, peach and pineapple. The palate is light and breezy, with bright acidity that carries the mouthwatering finish.",Chenin Blanc,87,16.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Vinum Africa 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Vinum Africa,white,no
93665,France,"The natural honeyed character of Chenin Blanc shines through this simple, fruity wine. It has bright acidity and a creamed pear character that finishes with lime acidity. Screwcap.",Le Petit Chenin No 11,84,13.0,France Other,Vin de France,,Roger Voss,@vossroger,Château Gaudrelle 2011 Le Petit Chenin No 11 Chenin Blanc (Vin de France),Chenin Blanc,Château Gaudrelle,white,no
93985,France,"This crisp wine has a creamy background that presents an attractive blend of fresh apples with honey and lemon. It's a light, perfumed wine that is ready to drink now.",Chenin Blanc,85,12.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Domaine Cady 2014 Chenin Blanc (Anjou),Chenin Blanc,Domaine Cady,white,no
94109,US,"No oak on this crisp wine, whose flavors are so immediately likeable. It's bright and clean in acidity, with racy notes of pineapples, Asian pears and limes. Finishes off-dry, with a honeysuckle richness.",Chenin Blanc,88,11.0,California,Mendocino,,,,Husch 2009 Chenin Blanc (Mendocino),Chenin Blanc,Husch,white,no
94699,South Africa,"A nice selection for poolside entertaining, this bright and accessible Chenin Blanc offers attractive aromas and flavors of guava, melon and orange marmalade that are balanced by vibrant acidity. Ripe and flavorful without being overdone.",Sultry,85,10.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Frisky Zebras NV Sultry Chenin Blanc (Western Cape),Chenin Blanc,Frisky Zebras,white,no
95357,US,"Extremely light, clean and pure aromas of tart grapefruit rind and citrus blossoms show on the nose of this bottling from the Jurassic Park Vineyard. There's bountiful energy to the palate, where the citrusy freshness of lemon rinds meets brisk, sea breeze-like salinity and the lightest hint of melon and Pink Lady apple. Serve with shellfish.",Chenin Blanc,90,26.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Roark Wine Co. 2015 Chenin Blanc (Santa Ynez Valley),Chenin Blanc,Roark Wine Co.,white,no
95367,US,"This outstanding wine is quite lush and ripe without being overtly fruity. It has enticing vanilla and coconut aromas, ripe honeydew melon and fig flavors and an exceptionally viscous and creamy mouthfeel. It's full bodied and very smooth in texture.",Chenin Blanc,90,27.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Lang & Reed 2016 Chenin Blanc (Mendocino),Chenin Blanc,Lang & Reed,white,no
95692,France,"A piercingly delicious, apples and cream wine. It has the youthful freshness of Chenin Blanc, its texture rounded with a great bright acidity. Almonds are a glint in the background. Drink now, or age for 4–5 years.",Sec,90,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2008 Sec  (Vouvray),Chenin Blanc,Château Moncontour,white,no
95710,France,"Full of mango and starfruit flavors to go with the nuts, spice and ripe texture. The wine, made from organic grapes, has richness as much as sweetness, the acidity an important element. For long-term aging.",L'Etoile Moelleux,89,22.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine du Petit Coteau 2008 L'Etoile Moelleux  (Vouvray),Chenin Blanc,Domaine du Petit Coteau,white,no
96226,France,"This is a lightly honeyed wine with attractive almond and apple fruits. It comes from vines owned by the Saget family since 2002. With final crisp acidity and a tangy texture, it is ready to drink.",Château de la Mulonnière M de Mulonnière,85,15.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Saget la Perrière 2015 Château de la Mulonnière M de Mulonnière Chenin Blanc (Anjou),Chenin Blanc,Saget la Perrière,white,no
96356,US,"The aromas are vibrant, with notes of dried pineapple and brown sugar. The palate is sweet but maintains a sleek well-balanced styling.",Fortunate Sun Late Harvest,90,35.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Kiona 2015 Fortunate Sun Late Harvest Chenin Blanc (Red Mountain),Chenin Blanc,Kiona,white,no
96816,France,"A wood-aged Chenin Blanc from the Chinon region, this is a new departure for Charles Joguet. The wine is opulent and concentrated from lees stirring, giving power from the quince fruit and elegance from the smooth texture. It could age for several years.",Clos de la Plante Martin,90,33.0,Loire Valley,Touraine,,Roger Voss,@vossroger,Charles Joguet 2010 Clos de la Plante Martin Chenin Blanc (Touraine),Chenin Blanc,Charles Joguet,white,no
96822,France,"The Layon valley vineyards produce deliciously honeyed wines like this one. There is botrytis here that gives a light texture to the wine, along with apricot fruit. With this richness, there is also refreshing crisp acidity. Worth aging 4–5 years but already delicious.",Le Savetier,90,25.0,Loire Valley,Coteaux du Layon,,Roger Voss,@vossroger,Château la Varière 2011 Le Savetier Chenin Blanc (Coteaux du Layon),Chenin Blanc,Château la Varière,white,no
97409,France,"A ripe, still very young wine that has a rich, almost honeyed character while remaining bone dry and tightly textured. There is a mineral character to this wine that should disappear as it ages leaving the ripe pear and apple flavors and the elusive touch of honey. Drink from 2020.",Clos de la Marche,92,30.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Domaine du Petit Métris 2014 Clos de la Marche  (Savennières),Chenin Blanc,Domaine du Petit Métris,white,no
97473,US,"This bottling is extremely light in aroma and flavor (though both will increase with bottle age), so its texture is its strongest selling point. Faint peach skin, nectarine flesh, melon and citrus aromas lead into a perfectly grippy palate, where citrus peel and beeswax flavors crescendo into the finish.",The Steen,89,28.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Leo Steen Wines 2015 The Steen Chenin Blanc (Santa Ynez Valley),Chenin Blanc,Leo Steen Wines,white,no
97733,US,"Orange-marmalade aromas set the stage for a rather full-bodied, dry and flavorful wine. Floral and fruity elements are counter-balanced by a tangy texture and subtle mineral accents. A classic of the type, it has a lot of personality, a great presence on the palate and a lingering finish.",Dry,91,15.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Dry Creek Vineyard 2016 Dry Chenin Blanc (Clarksburg),Chenin Blanc,Dry Creek Vineyard,white,no
97900,South Africa,A straightforward but refreshing white with notes of green plum and underripe peach pit against a backbone of tropical fruit-driven acidity. Great zip and liveliness to the finish. Drink now.,Chenin Blanc,85,12.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Simonsig 2010 Chenin Blanc (Stellenbosch),Chenin Blanc,Simonsig,white,no
97904,South Africa,"There's a nice flinty character expressed throughout this wine, pairing harmoniously with the ripe red apple and orange notes. Though the mouth is rich and full, the finish exhibits great lift and clarity.",Old Vine,85,13.0,Paarl,,,Lauren Buzzeo,@laurbuzz,Tormentoso 2010 Old Vine Chenin Blanc (Paarl),Chenin Blanc,Tormentoso,white,no
98069,South Africa,"Soft scents of white flowers and honeysuckle grace the lemon-lime and green apple fruit tones on the nose and mouth. It's well-balanced and accessible, with bright, citrusy acidity and a touch of pithy texture to the close. Drink now–2018.",Chenin Blanc,89,20.0,Bot River,,,Lauren Buzzeo,@laurbuzz,Beaumont 2016 Chenin Blanc (Bot River),Chenin Blanc,Beaumont,white,no
98089,South Africa,"Soft Honeycomb cereal, toasted apple skin and pear lead the nose of this accessible wine, with pleasant hints of fresh herbs. The palate is clean and light on its feet, with vibrant acidity that kicks up the ripe apple, orange and white melon flavors. Drink this balanced beauty now.",Bush Vine,89,13.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Eikeboom 2016 Bush Vine Chenin Blanc (Western Cape),Chenin Blanc,Eikeboom,white,no
98238,South Africa,"Bright and light on its feet, this is a pleasant and sunny wine that's loaded with crisp citrus and green apple aromas and flavors. There's a subtle, surprising smoothness to the palate, though zippy acidity picks up on the midpalate and through the clean finish. Drink now.",Citrus Grove,88,14.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Bellingham 2015 Citrus Grove Chenin Blanc (Coastal Region),Chenin Blanc,Bellingham,white,no
98252,South Africa,"Clean and bright, this opens with light aromas of fresh green apple, underripe pear and melon rind. The lightweight palate is fresh and racy, with a friendly and enjoyable mouthwatering finish. Drink now–2018.",Original Unwooded,88,15.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Raats Family 2016 Original Unwooded Chenin Blanc (Stellenbosch),Chenin Blanc,Raats Family,white,no
98253,South Africa,"Floral tones of peony, honeysuckle and verbena are upfront on the nose of this pretty white wine, with core fruit tones of pink apple and sweet citrus. The palate is bright and clean, with easygoing fruit flavors and superb acidic lift that cumulates in an immensely refreshing close. Drink now.",Collection,88,10.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Riebeek Cellars 2016 Collection Chenin Blanc (Swartland),Chenin Blanc,Riebeek Cellars,white,no
98341,France,"This soft, off-dry wine has attractive flavors of tangy orange and lemon, softened by it's fruit-forward character. This is a wine for drinking now. Screwcap.",Demi-sec,85,17.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château de Montfort 2011 Demi-sec  (Vouvray),Chenin Blanc,Château de Montfort,white,no
98420,France,"From old vines, this a wonderfully perfumed, oak-aged wine. Almond and ethereal juicy acidity complement its richness and fine ripeness, with an intense acidity on the finish. Delicious now, but can age for another 6–8 years.",Le Clos,92,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2008 Le Clos  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
98943,South Africa,"Straightforward and easy with approachable aromas of ripe pear and fresh melon. Though light on intensity, it's balanced and well-made with an overall crowd-pleasing style. Drink now.",Chenin Blanc,85,11.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Fairvalley 2010 Chenin Blanc (Western Cape),Chenin Blanc,Fairvalley,white,no
98970,South Africa,"Here's a big, rich Chenin boasting developed notes of honeydew, tropical fruit, peach preserves and soft spice. Medium-full in the mouth with good balance and a lengthy finish. The palate shows a hint of petrol along with fresh red apple slices sprinkled with cinnamon and honey. With 2,500 cases imported, drink now and, at this price, often.",Citrus Grove,88,13.0,Franschhoek,,,Lauren Buzzeo,@laurbuzz,Bellingham 2008 Citrus Grove Chenin Blanc (Franschhoek),Chenin Blanc,Bellingham,white,no
99142,France,"This is on the dry side of medium dry, very soft, with flavors of nuts, lemon and pear juice. The finish is bright with acidity.",Clos de Nouys Demi-Sec,86,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Pierre Chainier 2010 Clos de Nouys Demi-Sec  (Vouvray),Chenin Blanc,Pierre Chainier,white,no
99202,France,"This is a honey and almond-flavored wine. With its light acidity and creamed-apple fruitiness, it is soft with a crisp edge. Drink this attractive sparkling wine now.",Brut Prestige,88,15.0,Loire Valley,Touraine,,Roger Voss,@vossroger,Paris-Simoneau NV Brut Prestige Chenin Blanc (Touraine),Chenin Blanc,Paris-Simoneau,white,no
99295,France,"A wine with a very mineral character, some weight, very lively acidity, rounded out with spice and pear. This is for long-term aging, over five years and more.",Clos du Bourg Sec,93,30.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2010 Clos du Bourg Sec  (Vouvray),Chenin Blanc,Domaine Huët,white,no
99370,South Africa,"A lush and weighty Chenin Blanc with ripe fruit flavors of citrus oil, apple flesh, and green plum laced with notes of soft vanilla bean and clove. The richness of the palate lends itself to pair nicely with hearty creamy chicken or fish dishes.",Chenin Blanc,87,24.0,Wellington,,,Lauren Buzzeo,@laurbuzz,Nabygelegen 2009 Chenin Blanc (Wellington),Chenin Blanc,Nabygelegen,white,no
99574,France,"Packed with botrytis, the wine has great concentration, balanced with freshness. Orange zest is touched with liquid honey, and finished with a rich lemon character.",Chenin Blanc,91,,Loire Valley,Bonnezeaux,,Roger Voss,@vossroger,Château de Fesles 2007  Bonnezeaux,Chenin Blanc,Château de Fesles,white,no
100195,US,"Danish sommelier-turned-winemaker Leo Hansen aims to make food-friendly wines, and this delicate Chenin is a great example. Light honey, candied lemon, lime pith and tangerine peel aromas show subtly on the nose. Sparkly acidity makes its clean and crisp nectarine, cherimoya and lime skin flavors pop, with pinpoint focus and a slight grip.",The Steen,92,28.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Leo Steen Wines 2014 The Steen Chenin Blanc (Santa Ynez Valley),Chenin Blanc,Leo Steen Wines,white,no
100498,US,This medium-bodied wine smells light and herbal. It gets deeper and richer on the palate as ripe golden-apple flavors kick in and the texture seems to spread out.,Wilson Ranch,88,13.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Dry Creek Vineyard 2015 Wilson Ranch Chenin Blanc (Clarksburg),Chenin Blanc,Dry Creek Vineyard,white,no
101153,South Africa,"This is a rich and seductive yet well-balanced Chenin, offering ripe notes of stone fruit and melon that are framed by threads of lanolin, beeswax, graphite and fynbos. The medium-weight palate is bright and clean, as fresh citrus and green fruit tones are partnered with lively acidity and a pithy citrus and melon-rind flavor on the ensuring finish. Drink now–2020.",The Divas,92,105.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,DeMorgenzon 2013 The Divas Chenin Blanc (Stellenbosch),Chenin Blanc,DeMorgenzon,white,no
101561,US,"A grassy grapefruity aroma and fresh citrus flavors make this medium-bodied wine refreshing, while a touch of sweetness on the palate and finish takes off the edge of acidity. It's light to medium bodied.",Prince Vineyard,86,20.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,LangeTwins 2016 Prince Vineyard Chenin Blanc (Clarksburg),Chenin Blanc,LangeTwins,white,no
101653,South Africa,"Low-intensity aromas of grilled apple, quince and pear purée dance on the bouquet, with a faint hint of straw in the background. Bright acidity and a pronounced citrus flavor results in a fresh and accessible mouthfeel, while the finish offers touches of toasted challah and clove. Drink now.",Anima,90,15.0,Paarl,,,Lauren Buzzeo,@laurbuzz,Avondale 2014 Anima Chenin Blanc (Paarl),Chenin Blanc,Avondale,white,no
101749,France,A significant touch of bitterness in this wine spoils the otherwise attractive tropical fruit. It suggests the wine is too young and going through one of Chenin Blanc's growing-pain stages. Keep the wine until 2017 when it will broaden out and be all about perfumed fruit.,De Chanceny Brut Excellence,88,20.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2012 De Chanceny Brut Excellence  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,white,no
101760,South Africa,"Herbal fynbos, sweet grass and lime leaf aromas are upfront on the nose of this wine, followed by supporting notes of Anjou pear, honeydew rind and honeysuckle. It's attractive and easy drinking, with refreshing citrus and green apple flavors that finish crisp and clean. Drink now.",Chenin Blanc,88,12.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Tussock Jumper 2014 Chenin Blanc (Western Cape),Chenin Blanc,Tussock Jumper,white,no
101777,France,"Perhaps less intense than some wines from this appellation, this is still a sweet, honeyed wine that is shot through with lemon acidity. It is poised and very stylish with yellow fruits and orange marmalade that are caught in a web of botrytis. Drink this wine from 2020.",Château de l'Echarderie,91,35.0,Loire Valley,Quarts de Chaume,,Roger Voss,@vossroger,Vignobles Laffourcade 2014 Château de l'Echarderie  (Quarts de Chaume),Chenin Blanc,Vignobles Laffourcade,white,no
101781,France,"This is a beautiful nut and orange-flavored white wine. It has a mineral texture that is developing well into rich pear flavors that are lightly touched by honey. The wine from this estate in the Layon Valley is likely to age well. It can be drunk now, but it will be better from 2018.",Chenin Blanc,91,15.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Domaine du Petit Clocher 2014 Chenin Blanc (Anjou),Chenin Blanc,Domaine du Petit Clocher,white,no
102331,France,"This dry wine has that combination of tight minerality and great acidity that is common to young Chenin Blanc. It comes from a narrow valley carved into the steep cliffs of Vouvray, giving a wine that has richness as well as this tangy aftertaste.",Les Fosses d'Hareng,88,18.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2013 Les Fosses d'Hareng  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,white,no
102644,France,The tell-tale touch of honey so typical of Chenin Blanc gives this wine its creamy character. That contrasts with the tight apple texture and nutty character that add complexity to this delicious wine. It is rounded and soft while having the freshest aftertaste.,Brut,90,17.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Monmousseau NV Brut  (Vouvray),Chenin Blanc,Monmousseau,white,no
103250,France,This single-vineyard wine has great aging potential. The minerality and tension in this wine with its apple fruit and texture is still resolving itself. Wait at least until 2019 before drinking.,Le Clos,91,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2014 Le Clos  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
103328,France,"A medium-sweet wine, attractively nutty in character with dried apricot flavor and some acidity.",Doulce France,82,14.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Bougrier 2009 Doulce France  (Vouvray),Chenin Blanc,Bougrier,white,no
103735,South Africa,"Rich, slightly oxidized notes of red apple and yellow melon are laced with accents of bitter orange peel and herbal tones. Medium weight, with a softness to the midpalate, it's enlivened by ample acidic lift. Flavors of toasted apple and pear fade into notes of sweet spice and beeswax on the finish. Drink now.",Kāma,90,32.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Vins d'Orrance 2013 Kāma Chenin Blanc (Western Cape),Chenin Blanc,Vins d'Orrance,white,no
103971,US,"Apple skin and white peach flavors and a smooth, rather rich mouthfeel lend quite a bit of personality to this unusually low-alcohol wine. It tastes a touch sweet, or at least quite ripe, but is balanced by tangy acidity.",Chenin Blanc,87,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,Ironstone 2015 Chenin Blanc (California),Chenin Blanc,Ironstone,white,no
104061,France,"This single vineyard wine has enormous potential. At this stage it is dry and not quite integrated. But with the rich fruitiness, the hints of yellow fruits and the tight mineral character, this wine will age extremely well. Drink from 2021.",Le Peu de la Moriette,92,21.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Pichot 2015 Le Peu de la Moriette  (Vouvray),Chenin Blanc,Domaine Pichot,white,no
104159,South Africa,"Medium intense aromas of tangerine citrus and crushed yellow flowers transition to flavors of dried grass, red apple and a touch of mushroom powder. Drink now.",Made With Organically Grown Grapes,83,10.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Releaf 2009 Made With Organically Grown Grapes Chenin Blanc (Western Cape),Chenin Blanc,Releaf,white,no
104323,South Africa,"There's a prevailing nuttiness to the nose and mouth of this Chenin, with assertive tones of toasted hazelnut and straw throughout. Flavors of honeydew and baked apple unfold on the medium-weight palate, ending on a spiced orange-cream note. Drink now–2018.",Chenin Blanc,87,14.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Mulderbosch 2016 Chenin Blanc (Western Cape),Chenin Blanc,Mulderbosch,white,no
104433,US,"This exciting, refreshing, superbly balanced wine has crisp green apple aromas and lively, almost electric lemon, lime and cucumber flavors. It's a great choice for lunch or with an appetizer course, since it's sure to get the conversation—as well as the appetite—going.",Chenin Blanc,91,14.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Vinum 2015 Chenin Blanc (Clarksburg),Chenin Blanc,Vinum,white,no
104442,France,"This dry wine shows hints of honey as well as pure sliced apple and white stone fruits. It is deliciously crisp, bright with acidity, almonds and a tangy texture. The wine is totally ready to drink in its fruity youth.",Coteau de la Biche Sec,91,20.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Pichot 2015 Coteau de la Biche Sec  (Vouvray),Chenin Blanc,Domaine Pichot,white,no
104618,France,"This is a fruity but dry wine, with a telltale hint of honey to bring out the Chenin Blanc character. It has an attractive line in almonds, along with crisp acidity and a tangy texture. Drink now.",Les Lys,85,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2012 Les Lys  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,white,no
104724,South Africa,"A great value wine that's ready to drink now. This vibrant and aromatic selection boasts scents of orange blossom, white peach and fresh honeydew. The palate is fresh and lively with a crisp and mouthwatering finish.",Chenin Blanc,86,10.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Spier 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Spier,white,no
104725,South Africa,"A refreshing and approachable wine, with forward notes of green plum, plantain, Granny Smith apple and lime on the nose and palate. There's a slight roundness to the midpalate, but a vibrant twang lifts the finish.",Chenin No. 5,86,11.0,Robertson,,,Lauren Buzzeo,@laurbuzz,Van Loveren 2011 Chenin No. 5 Chenin Blanc (Robertson),Chenin Blanc,Van Loveren,white,no
104769,US,"A nice bottle of wine, bone-dry and fragrant, with pleasing, simple flavors.",Chenin Blanc,87,7.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Pontin del Roza 2000 Chenin Blanc (Yakima Valley),Chenin Blanc,Pontin del Roza,white,no
104848,France,"This is a perfumed wine, moving easily between crisp, dry acidity and a more rounded almond and pear flavor. There are flavors of spice and freshly baked bread, with warm acidity on the finish.",Sec,89,22.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Vignoble Brisebarre 2009 Sec  (Vouvray),Chenin Blanc,Vignoble Brisebarre,white,no
105045,US,"Light aromas of white peach and flowers are followed by elegantly styled, off-dry stone-fruit flavors. It provides intrigue but doesn't entirely deliver.",Reserve,87,26.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2015 Reserve Chenin Blanc (Horse Heaven Hills),Chenin Blanc,Columbia Crest,white,no
105355,US,"Hailing from a single-vineyard block planted in 1979, this wine is aromatically reticent with notes of pear and flowers. It drinks off dry with stone- and tree-fruit flavors.",Reserve,87,26.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Crest 2014 Reserve Chenin Blanc (Horse Heaven Hills),Chenin Blanc,Columbia Crest,white,no
105499,France,"Wood aging does not help the richness of this wine. It brings out toast and covers the glorious sweet fruits. With acidity thrown in the balance is not there. Maybe several years will help, so don't drink before 2017.",Les Larmes de Bacchus,89,111.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Pichot 2009 Les Larmes de Bacchus  (Vouvray),Chenin Blanc,Domaine Pichot,white,no
105712,US,"Silky and voluptuous, this is a compelling example of the rare variety being able to shine in the Napa Valley when put in the right hands. From a small vintage (only the second for this wine), it shines in peach, green apple and honey flavors, chased by crisp acidity.",Chenin Blanc,92,27.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Lang & Reed 2015 Chenin Blanc (Napa Valley),Chenin Blanc,Lang & Reed,white,no
105759,US,"This bottling is even better than the 2010: drier, crisper and more elegant, without a trace of sweetness. It's balanced, with a long finish that should pair well with any kind of spiced food.",Dry,89,11.0,California,Clarksburg,Central Valley,Virginie Boone,@vboone,Blue Plate 2011 Dry Chenin Blanc (Clarksburg),Chenin Blanc,Blue Plate,white,no
105884,South Africa,"Although only 10% of this wine was aged in oak, you can definitely pick up on some of the woody accents—like vanilla and faint toast—that spice up core of green apple flesh and melon rind. Medium bodied and balanced, a sweet spice accent lingers nicely through the finish.",Bergkelder Selection,86,10.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Fleur Du Cap 2011 Bergkelder Selection Chenin Blanc (Western Cape),Chenin Blanc,Fleur Du Cap,white,no
105885,South Africa,"Pear, apple and lime lead on the nose of this wine, with a secondary glimmer of flint. Rich but not overdone, the palate is fresh, with ripe fruit flavors and lively acidity. A peach pit accent unfolds on the finish; drink now.",Chenin Blanc,86,10.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,3000 BC 2009 Chenin Blanc (Stellenbosch),Chenin Blanc,3000 BC,white,no
105888,South Africa,"This wine shows good balance between the lively acidity and ripe notes of red apple flesh, pear and orange oil. The round mouthfeel of ripe fruit flavors are lifted on the finish by a tangy, green plum and lime zest accent. Drink now.",Bush Vine,86,12.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Winery of Good Hope 2011 Bush Vine Chenin Blanc (Stellenbosch),Chenin Blanc,Winery of Good Hope,white,no
105905,South Africa,"A refreshing and approachable wine, with forward notes of green plum, plantain, Granny Smith apple and lime on the nose and palate. There's a slight roundness to the midpalate, but a vibrant twang lifts the finish.",Chenin No. 5,86,11.0,Robertson,,,Lauren Buzzeo,@laurbuzz,Van Loveren 2011 Chenin No. 5 Chenin Blanc (Robertson),Chenin Blanc,Van Loveren,white,no
106356,France,"Made from old vines and vinified in oak, this beautifully rich, very dry wine has both rounded apricots and quince plus a touch of toast. It is still young, fresh and needs to age. Drink from 2017 and the tense, youthful minerality will disappear and become richer and full.",Le Peu Morier,91,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2013 Le Peu Morier  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
106598,South Africa,"Soft red apple, hard peach, green fig and underripe banana peel all marry with an underlying yellow floral note. Light and easy in the mouth with a short but clean finish.",Chenin Blanc,85,15.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Ken Forrester 2009 Chenin Blanc (Stellenbosch),Chenin Blanc,Ken Forrester,white,no
106684,Portugal,"Well, who thought Chenin Blanc would end up in the Alentejo? Obviously not the guardian of the wine rules, which is why this classified as a mere table wine. However, the grape, perfumed and ripe in this warm climate, still weaves its magic to give a very fine wine with tropical fruit, a touch of honey and fine crisp acidity at the end. Drink this wine from late 2017.",Connections,90,20.0,Portuguese Table Wine,,,Roger Voss,@vossroger,Ribafreixo 2016 Connections Chenin Blanc (Portuguese Table Wine),Chenin Blanc,Ribafreixo,white,no
108295,France,"What would convince a producer to call a wine Jovly seems to be a mystery. That said, the wine is fresh, rounded with plenty of orange juice acidity, honey and a soft finish. Screwcap.",Jovly,84,12.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Caves du Val de France 2009 Jovly  (Vouvray),Chenin Blanc,Caves du Val de France,white,no
